# Example 1
256,7
249,11
251,23
244,31
240,36
216,47
191,54
173,59
151,64
150,51
134,54
114,46
94,25
85,16
77,10
89,30
101,40
111,60
124,54
186,52
165,53
209,60
232,42
232,33
177,66
134,54
118,52
102,45
139,56
158,59
131,59
115,54
100,45
146,60
157,55
133,54
133,46
110,43
84,21
204,53
229,31
222,42
127,43
117,45
128,48
144,52
122,58
97,37
87,55
252,37
238,14
207,42
102,27
